ID,Tag Name
67ad8680e4e8f2857c1424b8,1040
67ad8680e4e8f2857c1424bb,1065
67ad8680e4e8f2857c1424be,Chakri
67ad8680e4e8f2857c1424c1,Don't Send Emails
67ad8680e4e8f2857c1424c4,Ext Filed
67ad8680e4e8f2857c1424c7,From Referral
67ad8680e4e8f2857c1424ca,Jyothi
67ad8680e4e8f2857c1424cd,Pending Invoice
67ad8680e4e8f2857c1424d0,Returning Client
67ad8680e4e8f2857c1424d3,Sudheer
